40.177,70,-93.744,183,-54.641,267,2.214,444,-75.73,-10
87,-29.547,56.439,-226,92.774,-384,-76,-152,122,-151
-83.226,-135,-1.924,-71.849,-143,18.117,52,-305,-115,-17.426
-241,43,98.367,61.82,1.709,-93.531,-499,-10.944,-79.479,81.024
156,-53.591,83,66,310,-40.405,-79.203,316,284,370
1.293,141,-27,351,-29.988,406,432,-352,-72.861,342
5.105,-495,243,-285,-371,-28.372,-237,15.646,-228,-6.333
-11.83,-135,14.515,150,446,-67,96.799,230,64.371,-169
-8.798,-92.222,-94.519,26.303,282,-61.629,-79.46,-448,89,128
401,-271,31.306,-238,401,-263,-391,-7.432,41.466,-233
388,58.959,-49.493,17.381,169,393,324,-49.675,463,-26
-159,84.877,57.51,-8.501,-218,41.522,24.097,73.152,-39.917,-85.902
44.201,150,-155,-84.328,-78.735,-325,23.258,11.842,-37,91.221
72.755,498,222,68.398,256,-55.91,-71.901,-48.444,437,383
-142,286,-361,-4.335,-74.117,-24.446,-66.652,-211,47.047,-335
-106,88.219,105,47.666,7.408,11.365,61.267,-465,-52.769,255
-29.26,-27,99.931,41.591,93,-415,-138,44.309,56.095,56.254
-4.187,333,-187,173,13.813,-77.613,-83.385,30.131,-305,-70
-498,208,30,-34.795,0.52,-168,-83.605,92.521,-20,-465
0.885,88.469,-50.012,427,258,130,-138,341,-11.184,332
80.099,69.985,199,-431,6.733,-385,-47.471,-171,-436,397
116,-425,16.059,-54,214,-47.172,-471,401,164,499
94.866,98.587,65.435,-293,-31.328,322,-14,93.399,-53.845,-177
416,443,-404,482,483,-1.196,56,-58.946,28.34,346
257,-61.137,443,289,-277,-34.41,-58,-206,33.063,24.28
-67.601,-201,274,-314,-480,-196,-114,465,-92.319,-199
221,-56.931,486,-32,-12.049,-79.255,81.291,-40.982,293,4.611
21.626,-427,-154,-332,-247,97.997,-88,66.6,31,-164
-34.904,418,-38,-460,87.273,-320,-378,-430,25.541,365
-42,154,-97.861,-453,57.428,-52,-86.664,293,61.088,32.123
-113,-57.698,-59.66,-64.332,36.811,-465,-368,434,-93.667,39.713
200,-79,-407,33.11,483,238,-181,-497,-271,252
-27.904,489,12.017,360,-94.124,-111,-71,-233,234,-35.427
-463,44.579,438,-485,63.928,0.079,138,-13.607,99.975,-394
168,-9.394,72.099,59.47,-127,-4.57,-275,-477,-364,-13.637
-48.961,-256,-96,314,-355,81.412,-20,-90.373,463,-242
140,181,77.668,-477,368,32,-96.789,69,-378,-178
1.828,59,39.006,458,37,19.126,-48.371,-103,33.871,-53.359
-269,-16.538,-38.654,201,-170,236,14.175,-304,-78,124
-64,-96.331,44.161,45,355,-83,421,-26.011,-40.741,56.316
-410,252,17.192,-297,-424,59.436,63.436,99.236,-6.994,418
132,-313,-328,-141,94.076,345,342,-70.512,469,352
83.493,-409,9.736,334,-75.441,-279,274,494,426,-78.712
87,22.212,-9.071,18.751,42.565,-36.687,-73.646,472,-14.366,37
-328,-87.778,-11.321,-36.322,-71,65.366,256,80,-27.155,55
-396,10.105,25.204,-47.772,-322,46.658,245,-266,78,-60
144,-47.911,-333,86.847,81.262,53.263,103,29.247,-74,216
207,-118,83.773,384,173,-30.809,-269,138,-67,278
286,-43.899,9.31,-263,-94.649,143,4.613,47,-357,66.25
8.477,47.166,152,-47.466,476,285,-96,63.114,-115,-221
-212,-186,-413,-41.863,-39,111,-263,442,-379,361
-94.731,-75,59.341,-84.96,97.666,43.084,395,-22,-53.746,61
-155,-434,-425,-37.38,-5,-259,-379,-70.268,62.401,-97.097
-90.82,102,74.935,167,80.419,61.393,-10.821,-122,440,41.581
305,328,130,62,-147,23.383,-331,-353,63,-227
63.28,81.151,-16.519,72.867,-47.473,-449,87,13.129,-93.615,-160
-68.426,298,322,60.28,45.881,-196,335,415,-97.165,-43.115
-303,-73.489,0,-273,-184,17.49,400,323,43.021,230
61.121,-84.966,-14.855,-479,306,-248,60.304,23.027,-255,-214
-70,-230,-87.353,92.331,-74.645,85.306,340,215,71.741,-21.752
27,14.407,-35.134,444,164,-281,-273,-313,-17.486,34.053
-68,-238,78.488,-434,-21.474,13,-184,53,-441,70.586
-11.22,346,19.57,-306,-209,-102,-37,-70.115,-76,151
-64.557,-4.136,216,61,-61.017,489,92.833,181,-327,42.708
277,492,496,-35.572,93.349,32.583,210,-282,5.837,-42
37.382,70.758,75.554,-244,256,-54.865,-51.59,-90.988,41.562,383
12.328,-263,125,11,-423,-35.241,-57.101,98.425,10.267,-12.688
202,-421,246,318,31,-372,-302,-469,-70.018,-12.199
97.396,133,-221,-435,52.02,385,-10.743,-438,-14.248,-422
2.343,389,-72.153,-31,248,-80.982,65,164,458,-88.874
-28.984,-80.089,-294,117,-15.651,220,170,-244,345,-10.342
-39.197,-277,82.619,-190,-115,82.219,495,40.74,175,-416
278,-70.148,-47.458,-273,-74.097,-439,73.848,174,217,58.72
27.098,12,32.02,-397,-4.741,36.417,32.108,-37.94,421,-24.551
-496,158,369,-4,-382,116,153,135,12.14,26
-28.489,35.156,330,-4.2,1,153,-9.621,87,-217,126
145,83.624,-81.407,7.982,139,341,-206,195,-43.148,-273
358,-26.287,206,409,418,487,-191,30.033,-42.761,-85.795
51.149,49.675,-405,-150,-215,-238,102,-69.456,-82,245
-28.65,-396,-91.288,-94.119,58.127,341,85.18,-202,-74.796,298
67.681,23.337,31.285,10.867,218,-87.708,82.864,-435,92.026,-41.845
-26,-26,-85.991,-45.281,69,123,8,411,66.765,6.829
33.972,21.371,-21.602,341,-329,78.893,52.766,-83.14,-494,-402
-71,-42,-61.228,87.933,-10.832,18,18.348,85.138,135,86
65.241,232,-441,-12.932,216,-39.352,438,5.417,192,-16.964
-11.341,-184,-14,65,-228,454,123,-495,380,-182
11.447,425,-82.302,-33,-71,-79.564,-51,-41.98,-181,-60
-19.611,-69.366,-77.34,3.473,138,48.717,203,-214,-181,7.036
-111,-435,-13.143,93.205,119,186,19,-85,66.678,46.169
-2.467,-204,97.928,80.843,232,60,-12,16.233,-45.847,-433
-197,-33.358,139,-85.197,-194,-53.885,-16,482,17,-31.652
-484,55.466,-418,135,-61.051,33.099,-74,-446,-456,-48.892
-3.533,382,-27.732,8.262,18.823,305,-131,-71,-163,-224
86.472,-355,-269,337,-465,415,-66,-81.233,-82.387,115
120,400,-418,39,26.684,-69.185,16.838,50.192,-34.934,-447
291,54,388,381,-82.158,-93.06,6,19.251,-151,-170
0.617,-192,494,58.853,470,-78.2,-88,320,56,-69.221
25.258,70.615,57.28,-99,-0.21,-98.364,361,1.385,340,-58
9.878,-313,307,-88.221,-76.741,-168,-79.144,99,107,-92.37
-79.465,-74.471,-271,492,392,7.855,-156,286,-86.51,484
-90.609,-448,86.724,260,63.458,7.219,-46.402,99,73.554,-5.206
-495,-48.478,-77.139,164,345,434,-11,246,-301,-12.42
6,-32.191,-86,104,6.163,-55.852,8.665,337,-427,-83.769
-25.4,68,-312,-67.903,37.872,125,46.862,-68.583,89.121,71.225
-99,-346,229,-200,427,-283,-83.377,-83.776,-30.272,-110
52.501,-129,96,-359,73.181,-69.006,88.782,46.306,-193,70
78.032,68.623,-33.237,438,-372,-70.239,-421,-26.359,159,-11.55
44.425,-271,24.261,-84.394,54.36,-382,115,287,53.195,-380
-403,64.249,-455,384,-40,-188,-398,-401,26.029,-17.774
3.84,269,91.598,407,250,-31.72,148,56.588,-208,-233
-2.205,-67.207,30.583,-3.59,-28.8,15,-41.322,23.858,-488,-94
22,98.131,-57.092,30.463,-33,-190,-75.612,-50.781,289,51.93
416,75.142,39.28,-93.817,-64,-425,366,47.926,-73,392
-52,-253,440,-68,111,331,89.466,410,20.021,69.291
69.302,-270,-0.755,-20.073,27.136,-163,25.778,-2,-276,452
-47,-62,17.549,-47.228,-64,-2.351,185,-399,291,-74.444
-11.396,405,-38.91,34.786,-185,-242,-178,83.941,42,-446
-206,-275,17.82,259,-38.976,76.004,-19.944,58.777,-242,274
-2.983,-47,462,-301,-291,62.287,-79.225,-47,60.658,92.997
-43.493,296,-177,26.366,-483,41.594,-21.703,279,-42,223
5.458,-88.497,299,51.608,40,-12,185,-54.778,-46.156,-478
375,-491,-52.767,105,148,0.111,478,94,53,34.86
-75,-65.382,-5,-22.675,97.239,94.291,-71.057,61.49,-75.174,-83.649
-327,-293,-38.464,297,48.26,-239,-56.476,409,-4.821,-8.044
245,493,198,-99.067,469,59.4,-365,-136,-447,422
256,10.824,-379,481,-38.366,-50.026,-191,-61.628,-56,36.014
330,23.114,-36.547,48.763,-9.962,-380,-72,-47.64,-71.797,-8.67
307,-35.695,476,76.402,483,23.073,124,-26,-31.481,75.564
464,202,-60.094,-42.825,-463,-1.355,-74.021,148,58.537,-16.033
139,-234,-450,-80.025,-74.105,5.147,36.218,43.206,-14.37,-357
206,3.5,437,173,90.435,47.385,-94,305,268,413
392,-36.498,-58,190,15.302,213,84.111,-438,474,365
-140,329,-93.038,-39.481,287,496,81.79,457,304,448
-33.211,52,94.729,60.141,-428,-447,237,-169,393,-47.925
-439,163,-179,495,-31.926,-192,-85.765,33.733,68.944,-176
176,436,-270,-165,-75.192,-387,-71.709,0.439,200,432
-203,-71.859,471,425,-379,52,-374,-22.657,270,67.422
342,1.767,-63.021,58.506,218,-45,-399,142,-83.591,-180
35.032,4.164,125,159,81,-448,-75.091,92.576,61.306,-98.409
305,-499,-60,-6.177,236,165,-97,122,478,-62.842
60.728,52.622,53.54,-191,-85.591,255,270,-24.752,-42.378,-469
-6.817,-48.507,96.558,25.506,-162,-419,11,-44.211,-23.512,-43.147
47.855,-444,76.199,122,-63.253,-92.657,11.604,-2.51,-293,29.984
20.608,132,15.367,18.75,-472,148,-64.861,257,54.626,-236
227,88.956,-411,-9.129,-80.568,60.31,102,319,-448,257
-21.745,-444,46.118,78.378,479,67.592,-242,106,-358,160
-126,-233,-197,75.278,92,71.992,-62,32,-245,80.17
263,-91.824,181,1.328,-20,-219,220,-294,54.615,-89.922
18.24,79.796,54.073,-430,8,-372,433,-124,89.539,30.488
-45.194,-293,407,266,23,-61.729,384,-4.615,3.94,-71.883
-234,-433,-366,64.259,-138,482,-30.242,95,-75.038,92.524
-49.598,-39.414,286,-104,-203,-357,434,0,88.143,-482
426,15,63.088,45.007,82.817,485,-83.007,-50.116,-246,63.559
20.531,70,-91.702,-187,75.345,81.51,-486,-126,-372,15
-22.745,-36.375,483,-258,42.522,78.763,29.018,-67.544,-77.051,94.591
-43.366,-357,332,-80.698,-94,83.83,132,181,-224,-34.856
-14,324,-6.718,99.193,29.569,-299,-23.48,227,-55.442,-92.145
-74.956,-255,248,-46,-119,26.594,-467,-35.706,-312,160
39.762,31.683,-312,-45.062,290,41.507,12.716,286,335,79.611
225,-88.991,40.211,39,83.226,273,-136,367,465,35.963
259,58.077,39.01,-152,28.778,-24.465,-283,-219,481,-99.971
89,-284,-43.088,-74.933,-179,-70.863,39.16,245,7.566,238
-77.061,176,-1.574,240,328,-376,291,52,154,-479
284,-65.696,-80,-57,-22.29,247,97.461,-22.871,-326,-308
41.897,-397,376,-76.958,58.011,460,-18.035,45.714,463,148
54.534,47.006,-86.379,25.859,220,73.251,163,-397,64.302,19.185
88.223,141,-479,-425,-116,-71.308,-107,-337,335,-53.01
-99.268,-88.839,-97.938,-60.823,-34,-370,-156,-430,-55.841,27.929
-52,90.999,237,-392,27.866,-364,-23.344,-221,-456,52.045
-79.799,-68.97,-69.763,-68.945,2.122,84.295,-72,23.67,-178,-13
-83.174,-43,486,186,-328,488,-197,-380,-11.719,449
25,22.505,-91.913,22,405,73.693,74.617,-19,-16,-8.593
-12.678,59,74,-53.134,-17.351,-432,-228,11.692,-42.992,277
456,-142,-26.868,-467,54.739,359,-196,21.791,-115,293
-13.185,-284,99.601,-6.448,-379,-46.58,-58.017,-65.517,-70.412,-54.785
56.153,-92.116,-78.423,-273,209,69.146,-36.517,230,-182,410
-465,-48.887,-435,-25,82.725,199,-123,219,-108,170
-61.362,-1.037,33.692,81.401,451,-8.85,-367,96.957,-52.837,5.917
326,-79.164,-212,-61.293,-8.076,-56,375,70.624,-93.265,-170
415,-57.401,95.602,116,450,481,-74.559,54.107,387,-267
482,39.407,-258,51.082,-379,-115,97.241,-324,-129,20.198
67.741,-341,-34.476,-4.459,-402,0.8,-347,4.733,344,-1.734
7,-186,2.572,-255,186,337,92.282,11.243,222,324
326,76.375,-59.755,-31.975,-56,-267,318,-7.159,249,-272
-183,79.401,-216,65.097,-64,31.775,-64.835,192,-51.016,-309
299,-15,8.413,241,173,-82.745,-145,58.577,-83.192,318
444,-99.126,-5.146,228,129,40.785,71.308,345,373,237
-40,89.429,-98.072,-19,94,27.923,68.768,325,37.67,71.561
-496,-34.073,-275,-423,371,28.304,-175,-323,308,17
312,65.905,431,-276,12.623,6.645,407,120,23.689,-197
229,97.565,28.309,490,-326,58,359,-335,32.271,-119
-248,246,54,93.746,362,2.994,160,374,-238,-66.251
-291,-141,60.213,83.258,-98,-69,-48.833,-444,177,-33
489,-95.602,94.422,-73.71,68.673,-222,221,-292,-7,-64.475
-85.605,-41.521,313,-438,-58.932,30,4.904,219,-17.736,40.374
258,-34.948,-65.96,-138,52.153,22.651,-51,88,-119,-283
267,-24,276,19.294,35.825,15.057,24.333,35,-39.4,-339
123,-85.652,6.261,-65.361,-264,-43.661,-51.637,-0.42,-3.312,-66
241,-24.499,-72.081,492,-93.094,-74.484,13.532,-338,-35.026,70.548
-42.309,-77,201,-59.28,243,-47.16,334,89.223,-33.776,483
-388,196,16.055,-428,134,334,349,-371,60.216,302
365,274,-487,-137,407,21.605,-319,20.291,137,-30.036
136,221,-68.197,78.655,13.322,-2.534,35,-378,18.927,19.217
116,395,-318,-0.819,42.608,118,-29.11,63,10.326,-332
39,-14.326,32,15,50.163,475,-315,51.219,-79.668,-61.21
55.636,402,21.47,393,-156,125,85.301,-95,-1,4.293
-99.913,55.79,-267,93.933,72.31,67,-34.726,-40.5,-38.985,-39.148
88.6,0.016,-39.994,48,-47.005,278,82.667,-162,-167,446
437,0.697,-453,-2.216,-161,-48.876,-117,-470,-18.718,-278
383,55,-33.11,28.732,-256,71.165,-72.326,19.4,365,-40.088
48,-105,-268,470,-104,-205,66.035,36.985,54.726,427
-63.68,127,439,259,95.343,-72.313,47,-96.63,-119,389
37.187,-79.545,-69.856,-114,-357,11.048,191,-237,99,-22.987
389,322,207,425,62.978,-32.7,-170,-27.478,115,-420
-114,-121,-358,160,14.333,74.781,-0.751,69.738,12.48,-25.144
331,140,94.119,-98.15,-90.792,-8.758,347,63.483,-98.212,280
-98.036,408,-94.861,92.64,-48,85.351,191,67.366,-10.754,-59.461
492,-106,118,99.005,-448,7.145,-7.889,25.46,-33.275,31.339
49,14.957,99.948,84.196,310,32.307,313,-54,206,46.823
128,-58.481,-89,398,-91.879,53,10.188,-47.43,222,478
25.2,-36.117,270,-34.547,18.252,-71.468,-84.347,-157,-77.588,409
-37.626,57.316,111,2,489,-62.045,76.497,-12.133,75.038,-329
91.339,125,211,-23.119,294,-282,69.086,-10,11.43,411
37.269,-274,-44.977,-495,39.68,36,264,-52,-33.775,5
-162,485,86.383,43.292,21.197,-293,440,7.152,343,201
-145,-300,-231,-61,81.032,47.989,84.581,1.29,-66.751,-260
43.768,13,-430,-40.035,-191,-414,-300,276,204,-472
-232,226,473,67.578,188,31,25.182,470,403,77.989
-72,-355,-30,423,263,148,-41.287,-257,11.415,87.107
31.516,-283,-83,436,-37.333,-271,-27.532,-493,-90,82.61
-312,27.814,115,19.818,76.914,-134,137,444,-9.113,69.032
-7.946,-58.858,378,495,43.697,80.322,-291,-27.808,91.571,15.234
-87.696,-39.758,-3.048,-92.066,29,283,57,-243,31.678,-368
360,-177,339,20.473,323,30.788,70,-90.746,-215,-400
-38.405,-11.541,248,-99.255,10,150,-205,168,-7,-20.377
182,-46.817,-21,-34.161,-407,-20,-46.498,-132,-309,17.547
42.702,80.089,-89,-362,-213,-140,-90.067,-80.351,283,-30.064
-291,-93.95,3.114,476,83.562,-50.678,318,-122,-256,-34.946
-24.248,264,-152,299,57.219,70.897,-149,439,-8,21
173,-52.902,-114,-207,-435,13.448,-98.955,-362,69.12,-239
70.671,-41.528,-207,-7,-316,-373,-343,-250,75.525,430
-219,-22,32.451,195,22,-360,-67.666,471,-379,-52
51.281,68.985,-29,-65,63,-393,17,-89.693,-18,10.068
-20,21.945,-65.06,438,-2.235,228,71.364,-344,53.016,-39.323
-42.947,-60.453,28.286,-121,-83.091,-72.061,208,77.486,38,-259
-15.384,448,81.551,-55.683,-56.024,-25.075,310,13.274,155,-412
22,14.324,85,-36.005,-35.128,282,-412,61.988,-12.01,15.41
-21.872,-56.728,313,393,-444,-2.748,-176,-37.93,-493,-226
-40.954,-47.05,-33.965,194,12.668,-267,-40.978,-36.318,-372,-121
14.252,389,-40.055,-33,360,217,205,205,6.684,-235
-219,206,99,-59.18,-56,34.047,-1.052,-256,-176,72.179
-75,49,56.572,-424,40.182,-74.084,346,-204,-227,-351
-500,-4.817,-156,-16.291,-30.517,152,86.248,87.117,59,29.641
8.096,54,60,474,90.654,492,314,-369,59.435,14.21
-21.929,234,-196,-78,-147,-90.193,9.524,-471,-93,-69.055
-51,38.445,-479,-415,25.196,-57.947,60,67.148,48.444,-49.846
387,-389,-13.074,150,-21.517,-390,36.796,63,-322,331
459,31.052,-294,-271,28.525,-297,496,-29.838,-93.855,-83.066
-56.483,-46,-284,-58.405,-1.792,79.703,207,-57.976,485,27.629
53.583,-128,-489,106,63.139,-9,273,24,-109,-251
-491,41.918,-82.022,-95.947,-42.244,83.794,295,379,243,74.179
18.009,-22.595,143,-218,375,-70.343,386,97,61.292,-477
42,-94.369,277,-359,-411,-131,-302,-285,-44,-17.404
444,44.538,155,129,-301,-73,123,340,-79.233,-24
-88.17,-29.33,-157,-220,14.833,47.648,-63.551,-409,-54.689,72.28
21.043,479,-296,-476,160,-9.159,19.322,480,335,-258
359,478,-96.213,64.704,-31,7.706,75.649,-321,-92.276,26.141
49.299,-2.165,487,86,-91.373,305,-61,-184,298,-38.546
-44.86,-352,-146,-337,-14.69,262,27.826,-87.695,84,-88.215
318,-191,342,-30.291,-273,-10.871,-1.275,-1.045,80.638,-9.636
-408,7.25,128,205,193,96.503,-463,-74.663,-93,-59.077
-14.33,-58,24.575,-87.428,-49.915,-81.998,77.884,-91.492,316,-10.106
110,56.244,-89,-33.062,85.71,-226,98,-27.651,-82,-35.25
-52.803,69.565,11.012,-229,-180,-209,339,186,23.582,458
-21.028,53.366,95.977,65.822,33.578,277,74,-81.496,-13.546,-185
-10.238,208,-440,-132,-74.101,-127,-201,-35.228,-330,-463
-217,428,-91.178,91,135,20.738,13.472,-279,18.366,241
-213,48.716,92,-98.29,251,427,18.041,23.781,366,-35
16.638,30.332,-94.387,70.731,227,-469,-52.963,-310,-67.005,29.523
93,215,-173,-8.303,-268,-74.63,83,28.66,151,-222
5.497,357,426,-29.422,58.966,-75.128,30,-92.835,396,96.194
100,-305,-398,-26.865,287,-460,-67.264,-79.991,-89.397,262
366,-34.076,-370,210,370,306,385,-281,2.129,-96.643
-98,-470,225,-417,80,293,-98.949,363,-487,-54.852
89.548,-465,-361,10,-80.952,308,-444,-317,49.512,335
140,-423,86.061,-13.27,-293,40.679,-81.959,-114,64.722,43.205
17,88.219,73.188,-241,93.621,29.711,26,321,-55.76,311
7.012,47.515,-79.111,11.041,384,5,-40.109,-8.143,215,137
65.179,-120,-39,432,-10,434,83.029,102,83.954,84.453
67.271,35.619,49.923,60.327,-49.471,-40.759,-83.973,2.109,-75.847,-377
-248,-444,275,-60,112,19.756,346,322,99.579,-337
12.104,-11.803,-494,244,-462,-9,-141,84.015,389,-416
-470,82.228,42.805,-59.021,-13.665,-378,396,112,126,-265
93,-64.734,-306,-118,-76.864,55.704,43.423,-452,148,147
354,-178,-207,-365,-70.341,8,65.694,90,481,65
-87.546,-299,-5.009,-101,-367,42,-190,59.551,56.389,45.827
-34.029,263,28,-14.652,480,-249,-241,94.155,97.99,-292
-40,440,417,89.708,92.874,-1.006,65.786,38.899,-65.484,-143
-90,-460,-368,148,-50,183,46.963,299,68.798,52
59.943,-441,-73.854,-279,-491,358,178,-29.682,489,-59.378
-238,80.995,38,4.533,-386,-98.664,9.439,65.812,51.222,70.295
19.042,-364,343,-447,-26.166,265,-69.754,454,35.606,-335
-98.148,99.944,414,26.2,119,87.658,-35.042,-53.03,15.625,-366
-44.329,-48.814,68.573,309,6.223,-99.708,-38.257,78.706,-34.385,483
-262,-53.753,198,41.297,62.755,33.135,-53,114,99.918,-464
71.171,1.906,-477,-242,58.374,-412,17.736,-268,409,-26.88
-57.523,-250,496,-224,-484,-231,-119,-85.563,-2.398,77.4
243,24.511,-481,87,477,208,-14.62,42.778,24.236,-336
488,28.488,-343,186,-231,-14.819,-9,451,3.468,-49.192
45.391,-63.831,-316,-201,68.01,53.068,-152,9.097,-16.238,358
-61,38.962,76.158,-50.161,-53.553,-192,-96.713,-85,49.038,-97.806
-282,154,-15.251,109,401,-457,424,466,-36.956,-94
-95.449,37.586,-499,57.715,48.997,-13.855,-54.914,-205,86.257,59.792
-22.072,104,65.392,34.738,-80.467,-294,72,-7.59,96.815,274
207,318,42.449,-402,-61.832,-325,-71.336,-500,90.352,-319
244,103,114,338,-408,-460,-59.849,-246,151,357
33.096,-53.191,-428,-18.758,-70.837,310,-18.949,-60,93.752,46.276
27.289,272,-5.131,203,34.486,-70.783,23.884,-166,53.635,-68.274
-425,427,-392,-57.053,39,-341,-278,-489,315,90.521
48.193,-50.554,-352,142,32.034,64.493,29.656,-91.564,2.716,480
-93.744,41,-404,19.983,44.797,-43,129,10.681,22.163,-329
5.982,-249,-17.065,3.287,-28.229,-7.016,30.562,-482,213,-314
146,7.216,-62.159,-115,96.951,-44.04,-46.935,30.576,-3.135,59.769
-100,-178,-291,-13,-173,-5.197,29.465,-43.538,97.411,102
-46.269,20,-77.622,70.374,-94.09,-161,473,-62.057,107,28.447
120,114,-500,4.085,-324,6.077,30.223,-27.594,80.372,-25.547
126,401,-25.063,-52.408,403,-134,42.025,23.843,-19.43,-204
386,273,99,-56.161,52.742,18.493,-10.486,-397,-92.681,65.206
351,207,446,-117,11.272,-401,37.93,-29.268,77.518,84.792
20.459,-113,412,-28.73,-36,-405,52,245,-80.596,-67.352
204,16.76,485,-78.664,-83.838,38.82,-9.268,-274,-103,-116
273,473,208,-27,-19.057,-325,71.603,-239,463,-115
29,-3,413,-41.17,-483,-18.478,480,-322,-46.493,8.025
-40.986,222,-2,292,32.215,38.775,-157,136,96.875,47.042
470,20.444,-41.058,0,-466,164,193,196,-10.932,46.85
-55,57.372,170,-50.864,303,272,-81.965,-466,-89.082,17.41
-64.74,-380,13.467,-113,294,334,-242,45.858,5.588,65.407
60.142,87.914,39.027,-403,-53.647,40.965,-347,-149,-34.597,-50.388
374,273,-453,51,-32.097,-369,-59.927,43.401,-254,4
144,44.499,49.607,285,488,-233,-53.376,58,-59.131,-345
-488,90.921,373,-243,191,37.843,-413,-323,264,103
-487,13.077,112,-142,96.147,-11.722,80,65.891,-481,-76.072
