270,-36,-69.058,-80.561
62.639,-445,127,35.983
186,-338,-256,-94.93
-461,97.717,-316,-483
267,-367,80,244
-64.641,184,-48.826,-92
-188,-225,86,8
493,-20.691,-176,-104
397,-70.143,41.93,149
-337,487,98.475,-14.025
70.054,-152,-87,21.703
495,188,-243,-11.918
-47.727,-9.038,-243,-100
27.729,-441,-85.101,-34.269
-70,-83.917,51.712,-248
-261,-5,59.513,-410
218,-2.008,-75.973,5.989
-58.541,361,20.281,138
37.748,307,-196,76
160,442,-0.446,438
-456,95.496,53.112,59.171
-19.587,-30,-78.938,-65.998
1.388,-19.325,230,-48.915
-17.441,321,333,54.321
381,-243,-296,-16.615
-57.473,-128,14.406,-424
4.77,239,-385,270
76.166,122,69.271,490
-7.88,213,-129,-169
440,71,-113,445
26.568,140,-146,-163
29.739,375,-458,-127
-53.835,69.032,-397,-3.748
-312,42.42,-34.665,23
74,59.621,-211,-42.659
-459,32,488,415
46.115,-454,166,261
-58.321,-93,-316,91
-58.004,-339,-90,446
-47,88.402,35,-404
230,-142,286,-373
4.34,-487,189,154
60.605,-218,17.783,343
299,-52.779,68.852,497
247,-38.47,70.143,424
-304,-207,-76,-7.745
-293,-46,30,434
431,79,-77.467,57
-461,411,415,276
-69.207,2.164,48.123,-405
-314,-135,311,-25.242
97.843,-47.79,-21,-190
27.334,203,292,-66.155
-368,-81,87.523,147
-409,-246,-383,-215
83.339,-213,-64.824,-160
111,-36.062,81.027,-91
-265,-4.293,-32.409,-430
442,-112,65,109
200,140,-386,-3
50,-321,72.677,-476
369,397,0.658,-167
233,-68.674,-28,-77.375
-94.124,9.897,-279,-11.406
55,452,-335,-39.713
-372,96.994,67.491,-84
1,-61.707,23,368
79.788,-54.633,-32.232,50
98,216,-300,-19.103
351,43,99.454,17
-81.159,-498,72.366,-169
-481,-17.393,-92.108,-413
-432,45.621,76,11.78
-45.528,99,-57.36,84
-315,-2,389,40.467
24.327,71.756,-379,217
-197,-309,-12.716,-84.381
-64.147,98.707,53.967,-82.445
75.091,-196,-354,50
-31.218,-49.475,248,348
87.366,378,-14.284,259
6.961,-61.33,-82.113,-77.611
439,-379,87.642,28.198
204,73,-46.063,-53
261,-23.888,-2.541,83.369
9,94.916,272,47
-46.95,9.732,-10.877,70
84.491,5,11.786,382
-387,-81.318,243,321
67.07,-334,21.189,68.417
39.963,458,-96.715,14.227
-328,-12.135,-61.64,57.217
-195,408,38.092,-477
149,374,62.385,12.212
313,267,-6.808,-66.921
183,226,268,-51.251
42.344,-166,385,38.29
-78,-109,-7.797,50
69.584,-442,59.496,466
-54.468,31.719,-37.187,356
-45.237,29.162,49.371,-99.856
-247,-176,441,-81.157
65,185,95,213
-271,237,446,-246
-59.136,14.247,-16.43,4
241,-61.922,-78.173,-400
-63.415,233,275,-68.928
73.621,-1,20,-57.399
-1.785,11.875,423,-288
-21.437,-105,187,-121
-37,-191,358,-1
-64.983,-326,35,76.029
185,190,-460,-16
-321,369,-290,19.759
-46.422,113,-59.828,42.408
-281,409,369,-289
-0.4,492,-52.355,207
17.233,-238,-188,-375
-366,-24.676,-200,37
485,-50,-272,435
35.644,-83.482,35,79.515
-215,135,-68.134,414
93.489,93.422,-68.528,-36
-372,-94.422,300,-56.126
-24.781,-43,148,232
62.075,62.39,445,328
-273,89.629,-453,-192
160,-67.427,-47.207,-17.025
89,-281,195,-18.419
13.919,-424,67,-467
-70.681,75.093,-465,287
-17.879,391,87.478,-98.42
377,146,-69.701,324
353,456,14.463,-227
-474,88.579,-22,-144
-499,315,-231,86.806
389,127,33,-65.492
240,475,82.935,466
-398,-491,-66.736,-90
46.968,-81.461,-140,444
331,420,294,232
228,359,162,-199
-63,66,22.564,396
41.308,-273,-384,-73
95.96,119,-28.468,333
82,21,-407,386
34.41,292,-257,-36.173
-51.828,486,13,429
20,488,-87.631,304
-2.894,-2.728,465,52.679
97.669,-25.939,121,64.68
36.864,-16.292,-85.783,-51.098
-110,16.926,93.542,37.334
496,54.983,117,-80.977
426,-99.172,31.638,-220
-416,53.221,-13.124,168
-215,-397,4,-497
-96,-272,-145,-59.516
-468,-70.473,58.686,254
471,484,-26.531,-98
-237,84.438,4.588,-353
213,-34.8,-85.243,-330
235,75.7,-97.93,2.216
-28.382,17,5,-454
67.596,-83,-169,126
-302,-489,178,-71.002
-49.571,-297,456,-29.884
-81.83,1,-8,60.151
-117,14.384,5.136,47.46
62.223,494,-45.126,246
112,351,21.342,95
65.56,115,56.122,87
-63.799,-143,50.286,243
-338,97.567,-25.812,-281
69.327,-77,439,-334
19.362,-27.788,117,200
-95.618,-17.48,-18.893,-40
-433,-142,77,68.238
-94.077,35,427,476
65.385,20.433,375,344
366,19.108,32.043,41.938
29,39.928,-128,37.479
-55.444,-151,-99.578,-207
-295,418,271,-8.664
-271,424,-284,77
-151,31,171,335
-401,-50.541,48,-97.153
311,-53,418,-211
465,-100,-467,-284
24,-481,82.13,298
201,7.02,-260,30
450,175,10.655,-71.993
-373,366,272,-219
331,-118,-285,-310
342,-270,-21.246,77
32.779,404,253,-500
-387,-374,-43,17.184
15.019,102,-48.347,-123
-180,7.434,-306,18.406
-134,230,-63.53,330
-153,-375,-42.502,-214
427,-67.477,62,234
399,97.555,33,-473
73.894,-11.707,82.25,-98
461,20,-52,483
-72.406,499,-108,-59
-79.131,1.589,84.906,-198
-25.351,40,-42.859,171
-303,383,82,-23.473
27,172,204,-281
-480,88.128,85.327,52.1
67.297,134,-201,-327
-329,48.026,-122,-251
1,-94,-23.403,-316
220,-71.002,56.935,-44
34.672,-111,-84.687,78.596
105,445,-411,-7
75.563,-445,52,-205
50.313,-88,17.076,40.469
275,43,-9.861,-64.095
9.478,439,-309,-86.888
-80,290,125,247
288,-409,-27.22,-278
-98.143,143,469,-27.733
-77.84,419,-189,489
-198,-268,-448,86
-442,266,31.341,464
-181,-495,434,-63.809
136,348,-133,310
-466,37.937,-346,-230
129,-230,-59.485,-483
485,-439,-26.624,45.185
-72.305,417,471,94.866
-49,52,-31.004,9
-414,12,-32,343
34.368,-23.172,118,-225
226,453,-383,-93
-49.891,-143,280,24
84.291,3.848,17.189,-424
-401,-131,-13.459,112
-83.392,72.327,405,202
463,-10,3.832,88.175
-324,-6.485,368,-38.891
-89.914,311,-403,500
-449,481,-338,52.105
-258,-70.454,-12.259,-442
-133,72.825,-373,238
26.164,-70,98.634,16.158
34,50.225,269,77
-397,-81.998,87.08,-63
263,-40.135,-308,-243
-216,217,-40,294
131,234,-263,5
25,352,308,78
377,49.402,193,70.693
-95,-305,-215,366
174,-25.543,37.789,-435
59.921,448,86.468,-60.441
-65,494,-86.392,-353
-108,-174,74.654,354
-318,65.078,-19.005,-91.662
96,-38,74,-89.077
-6.015,-389,136,194
-93.671,-11.568,35.114,-332
-80.445,452,-7,-316
18.75,-64.973,19.017,-296
131,410,-94.721,-491
-97.127,-88,362,382
77.145,-283,-227,129
-416,-113,-237,-300
-96.521,-292,173,15.153
-402,467,-406,374
-70.419,-302,-476,-28.073
105,416,27,73.286
-23.511,-51.627,99.214,146
3.117,-465,-36,186
81,-85.659,175,-200
-82.176,362,-168,-158
65,-42.51,393,-498
341,-77,-184,-261
-462,7.535,377,-231
305,235,-41.219,324
-36.819,160,32,288
-230,-228,321,-6.681
73.858,-237,228,254
-29.94,55.097,136,-187
218,468,483,-342
-54.977,-166,-57.754,413
35.313,62.566,-394,-344
269,87.104,71.315,76.469
18.667,-370,-91.718,-11.999
1.617,450,-76.18,1.124
113,-91.561,24.003,-8.389
288,-54.68,478,-50
-62.354,218,402,-48.007
-79.386,-64.883,180,-172
-494,229,-326,55.479
66,-209,89.38,-20.168
-24.789,386,26.138,235
-391,-88,70.951,-87.528
274,-71,41.992,-415
-185,34.351,-22,-101
-19.712,16,113,-265
-69.416,-70.559,4,-269
490,330,-437,-360
-161,-165,427,178
93.595,28.376,-202,8.686
83.371,13,98.349,-69.964
363,-69.987,-39,-341
-123,326,86.385,213
-59.037,-14.164,69.936,-47
-75.921,-264,409,29
362,-18.318,-296,-312
310,73.785,-35.237,313
82.009,455,32.976,-13.583
83.724,-320,-137,-318
436,92.808,-157,332
7.669,47.59,-423,94.849
213,-61.835,392,-282
-50.911,-85,470,252
-25.43,0.323,22.741,7
51.389,-75.813,-20.808,98.074
285,37.704,42.016,-33.634
325,-84.944,-20.61,57.426
-404,390,13.506,-19.224
-201,-476,494,-191
324,-480,-0.338,-5.67
-22.445,63,-55.017,33.769
27.3,-328,-94.074,47.613
25,68.846,-92,20
-79.878,222,52.739,383
-363,-2.421,-209,487
272,-59.507,-408,-56.107
-248,422,378,45.399
-232,459,20.076,440
-499,-12.327,96.431,215
-95.779,275,2.163,-108
79.341,-97,-305,43
-213,-270,5.179,-390
36,3.105,66,31
-126,28,-18.903,216
8.16,-65.632,-410,71.096
211,27.272,-409,95.885
-114,275,70.102,-371
-29,-8.498,-41.537,-11.173
286,-4,-198,-45.272
-14,78.958,48,96.515
354,-26.273,17.908,5.899
139,-4,-96.063,471
-194,-56,117,-21
70.058,19.748,-89.874,-20.236
24,-8.242,313,12
-288,-25.311,-224,-56.532
314,241,-70,-21
-38.309,311,-31.252,-57
-2.889,-94.784,124,-218
-319,-2.278,285,-384
119,-57.728,99,-376
21,-187,96.012,496
456,-467,-466,1.68
-169,-70.954,372,-95
-380,44.591,-416,-155
56.198,-30,-69.779,397
-34.204,278,40.494,176
408,-493,-16.873,391
-146,-11,-85.012,-401
464,24.833,172,-7.058
56.915,-84.587,-269,-354
379,-82,62.333,68.777
13,41.847,464,-475
-2.074,-96.435,-12.591,-25.51
52,82.278,-64.341,-96.405
500,10.717,87.01,-338
-91.994,-362,85.864,29.596
432,-27.426,-4.513,-94.052
9.35,1.048,-13,-401
25.376,-485,-70,-20.898
-495,-31.466,-78.617,-14.614
-39.575,482,421,461
37.18,-261,-215,4.85
82,-67,5.708,-65.229
79.988,456,99.968,63
-489,18.573,-375,-142
77.956,149,-30.839,48.895
405,-84.956,-67,-298
-254,-10,67.187,402
307,-456,189,-94.849
-395,-37,-73.368,-26.764
-353,208,-150,-417
175,101,-125,-94.128
178,-20.255,98.63,-30.179
77.957,34.088,-37.301,-3.146
-6.172,-452,-98.725,14.651
94.261,81.68,-484,213
267,-367,390,-74.666
306,24.348,90.69,138
52,-464,-413,10
-138,-470,-367,48.004
-68.908,-26.021,-127,179
26.804,-218,-236,320
-84.358,-205,-367,59
2,67.624,83.576,337
-442,-215,-18,-255
-443,36.573,-476,-438
-372,45.234,-335,-78.935
-395,34.038,493,-454
-473,16.585,-99.088,-45.562
363,372,26.371,405
93,86,-309,81.246
416,28.405,-23,-85.93
-402,-8.109,33.407,-178
15.153,5,472,246
313,184,393,-52.464
-51.053,-10.777,-20.654,344
300,491,63.127,-309
354,169,27.323,176
-449,209,69.497,42.358
-52.393,25.367,-466,350
119,305,-257,-264
-39,-447,-91.243,22
-51.367,27.177,32,-176
-25.784,-9,437,-265
-21,-476,110,-29.805
-93.372,-491,-282,-0.857
27.639,-46.76,-77.263,-21.098
43,115,-40.907,-135
-65.851,-247,277,-28.685
-3.697,-50.93,182,48.968
-266,90,197,314
-166,304,428,12
423,-57.881,-44.399,-365
-10.643,47.306,-281,-209
-258,452,-66,-218
19.835,164,55,285
-302,-423,168,226
-455,71.007,18.543,-12.701
60,-88.947,33.071,25.664
-9.556,-51.221,154,17.052
-73,-100,134,11
-441,-74.957,98.077,146
-221,-33,87,10.436
-485,284,422,-37.86
67,257,-95.089,85.983
-14.913,337,86.924,74.76
-79.736,-429,331,-150
472,31,8.402,-475
19.147,98.722,-473,-372
191,52.36,-48,-195
250,-382,-238,-219
240,-28.703,287,-52.789
-474,80.39,343,46
-246,409,-255,-40.145
1,-333,26.774,385
83.2,-111,69.141,103
-160,-67.556,-14,-64
-91.906,70.594,364,69.347
-64,51.981,124,-9.244
70.271,235,-59,-71.19
-89.478,472,-139,44.562
326,29.426,-369,-95
92.894,-31.323,-86.411,72.658
-248,66.352,182,-470
96.086,-44.789,99.649,-347
-12.006,-90,-195,-421
-318,413,-251,-96.571
6.761,-291,-179,364
-12.364,5.038,197,-77.059
-46.904,-66.644,-51,-245
-303,-383,464,-470
-24.546,-20.229,386,-63
31.776,15.009,-86.434,260
-495,-120,-202,-416
-126,-138,95.666,-365
-355,2.663,498,-79.696
213,-76.087,52.817,-86.162
-462,-70,299,336
85,-91,213,259
445,352,-292,-288
62.767,4,-167,60.012
-98,-238,19.656,-486
-98.045,-205,-75.033,-30
-34.424,-78,49.599,-299
398,-289,-275,157
483,-54.284,-494,105
88.772,11,-51.506,98.857
303,75.638,-406,50.324
330,395,-39.497,287
-70,-11.135,-22.031,-26.08
21.965,-340,-76.226,-220
-325,87.61,-18,6.281
461,-9.454,48.454,-88.108
68.567,-339,58.231,237
-266,0.304,76.272,-365
69.404,-22.055,-40,91.594
6.267,270,373,-379
-130,-60.6,-55.256,-13
264,-362,363,188
162,64,-440,34
379,315,48.54,-344
324,-100,-45.246,74
56.45,44,2.098,487
256,26.9,-345,-47
144,-32.764,-442,-53.007
86.273,257,219,80.642
-473,476,-89.115,390
22,2,256,-21
-12,80,-132,-13.691
65.774,-124,145,369
325,-307,78.899,10
-346,244,134,384
256,110,55,-224
-30.763,211,4.32,225
-34.084,31.2,-91,-322
182,-368,-12.833,-56.518
-444,405,22.075,490
73.69,128,499,458
125,428,-375,-495
-6.236,-374,-425,-5.436
-146,-71.391,-283,-88.098
489,48.851,-205,29.206
375,-245,-304,-95.664
344,-11.976,363,-317
-31.529,57.35,88,-136
-75,48.237,176,39
-84.426,97,357,352
-373,33.365,93.756,108
47.463,-53.664,58,-72.702
159,299,-312,43.745
372,76,85,270
143,-418,-19.095,10.5
-36.166,94.129,-30.204,-424
43.88,-8,347,-54.583
-52.209,47,51.505,125
97.84,43.788,-376,70.986
-225,232,-214,-71.279
57.492,98.186,-37.144,9.057
401,182,-247,152
-58.857,-207,29.759,80.453
146,29.83,-198,80
83.336,3.363,346,-16.377
-164,401,-39,465
-306,147,467,-55.235
84.114,-446,-97.44,435
51.855,-272,-26.464,294
403,-491,227,403
-264,-23.075,425,-147
28.814,497,-242,-410
-498,-87.394,438,-83.695
-299,-472,107,56.699
94,264,347,479
74.273,-390,-53.853,-403
-484,-340,-297,-37.472
-394,-273,146,29.875
65,-95,222,26.68
136,-72.711,50.717,80.577
-62.301,81.045,-64,-221
-255,232,-47.722,47.146
67.286,22.838,-492,-7.189
8.627,-381,-50,88
-51.689,-34.672,125,46.152
-16.349,-93.615,443,15.041
-34.591,84.469,78.524,32.627
41.728,-6,136,-238
367,29.995,-367,99.861
456,-8,-267,-37.604
-91.911,82.189,95.489,428
301,28.812,81.253,342
56.59,4.145,60.011,-34
279,-32,-76.964,323
-410,77,-14.383,47.985
31.376,348,-98.314,290
28.643,31,386,-53.443
-132,-85.36,-34.538,-304
-111,-46.941,-53.187,145
-74.486,96.788,-97.867,41.51
-47.576,-53.008,7.106,-0.536
0.742,-69.777,37.816,-370
99.858,437,45.011,-350
55.481,88.769,-202,162
-209,-442,8.528,457
-12.814,-65.744,52,-94.668
-4,-7.248,282,257
63.831,-280,-81.644,-400
1.084,-172,133,151
-5.352,182,-354,-250
446,-21,-479,83.048
-55.366,-128,425,370
88.206,190,73.164,-77
-288,-5.494,405,97
201,-457,-16.999,-97.525
12,173,48.644,72.594
-195,30.218,427,-96
-242,3.678,17.535,-500
120,16.796,-138,-21.701
-37.958,102,-24.871,209
-66.851,403,-47.189,-84
-336,14.78,-205,-54.191
-328,27,25.352,3.114
-17.746,-78.572,-398,-16
38.123,286,-71.267,-328
461,-341,80,30.655
112,8.07,-88.393,9.713
-100,30.183,-72.385,-428
-42.556,-385,-20,-69.435
73,92.987,-456,-211
83.116,325,-27.986,-14.039
-80.408,-47,-92.123,-354
-32.163,-53,-431,-87
-14.288,99.214,89,489
177,373,-281,-276
442,-275,-274,92
75.22,20.201,-73,29
49,197,-9.96,-73
88.435,75.328,-81,-41.237
-236,-165,29,-9.801
0.533,-370,-178,-170
138,-306,452,5
243,-97,-42,-43
-207,11.934,-68.431,-5.014
374,-406,203,400
-55.767,9,-20.28,285
-49.309,-66.221,76.54,145
288,85.618,261,-201
7.659,380,204,-152
-71,106,-105,34.113
131,-110,4.14,30.509
-102,-80.97,284,9.572
-9.395,-102,-318,367
-8.344,-380,-399,-44
62.945,355,-473,-314
11.348,453,21.313,-63
-52.076,61.506,484,42.698
-235,201,135,38.743
-138,108,397,-380
395,436,49.039,-469
41.875,106,230,-89.329
-56,-181,33.048,-191
-432,-4.901,-270,-467
-188,60.054,86,91.347
131,-103,12,253
-69,16,370,-98.914
404,-278,-403,69.087
397,93.195,312,-496
-7.742,-20.631,-61,-9
-473,-442,251,99
-89.83,-40.652,91.48,-65.504
333,158,49.088,-3.344
-9,489,25.198,-117
220,482,85,388
-56.783,408,344,73.644
-169,368,463,-157
-74.355,34.575,-64.468,-74.365
-42.121,65.899,-8,78
25,-203,-264,-182
0,69,473,26.658
-36,-0.86,63.666,-204
-97.607,79.388,473,311
12.646,202,37.677,478
130,-438,39.071,452
-17.502,-321,-44.608,-36.622
-207,92.992,313,328
-95,7.817,-423,207
-175,-427,-10.39,60.355
42.653,56.051,-479,-78.932
-320,-26.072,298,-7
429,430,-33.942,403
-203,11,104,-57
270,-413,-393,45.585
-243,-83.726,-5.529,180
69.006,276,499,388
175,-89,12,120
-73.499,159,-76.421,-8.003
-374,222,52,420
-377,424,96.829,240
-379,-392,-16.172,95.083
11.002,402,285,-69.616
-97.602,-247,258,-70.698
273,-496,179,-257
-403,239,-182,490
-406,63,22.594,-275
-422,-88.324,-134,134
59,78,315,-58.698
242,-43,-43,163
314,488,-291,249
-11.608,-79,-140,362
484,64.449,-242,-369
-288,-55.038,-95.876,54.321
46,-40.833,77.057,-342
-284,34.466,154,-462
456,67.99,-259,15.946
66.456,370,-25,45.581
61.466,-498,-1.314,-244
330,12.055,-64,-74
-174,-59.466,-165,-84.019
-223,-123,155,-158
83.313,-26.01,-56.884,420
-19.547,56.617,-138,64.535
-112,-458,-295,-96
250,-273,82.052,204
-24,-10,-446,-80.534
368,-77.924,-25.42,-91
-2.533,21.618,157,-286
420,-308,464,-437
-49.077,28.608,-71.476,91
-274,-340,299,456
51.023,-37.9,194,47.526
-18.923,74.189,-272,-161
-122,-53.197,287,-239
60.535,174,39.595,450
-8.127,268,-187,176
-264,383,-120,-246
58.986,87.68,-29.84,60
-215,-39.956,-405,-68
110,-76.826,451,-296
84.366,-66.252,437,16
-46,-144,2.372,449
23.407,-474,95,-40.086
-184,303,-273,-406
-123,-39.547,-394,-317
-337,-411,-81,-16
29.338,407,-3.53,52.476
-11.52,-224,70.274,-99.713
301,309,-179,294
241,-59.206,-428,257
-351,17,-347,7.642
173,95.612,55.901,64
-145,-163,422,-83.364
