22.348,88.421,-27.239,75.046,-7,-477,68.488,58.579,106,7,98.494,7.206,-31.492,-57.101,-78,106,22.272,6.893,206,-24,36.134,-61.008,179,312,314,-120,-238,58.902,-86.13,-86.993,90.19,-37,-90.873,312,395,482,301,20.689,89.803,-76.113
-88.547,-397,-96.606,70.991,86.218,448,-489,7.126,-462,64.829,-7.862,3.303,458,-38,-33.489,65.413,272,-201,-84.695,22.153,-41.721,77,-71,-55,-41.827,-406,238,-93,-65.454,-24.279,264,-74.023,29,56.304,-20.883,-37,84.384,-75.752,387,-447
-62.151,274,21.78,-263,-24.977,31.839,159,-31.738,-40.298,364,-97,79,-288,-94.423,-301,-32.22,-56.568,-198,-70.723,50.13,-20,254,-143,130,499,99.436,50.718,303,261,396,-87.903,-15.134,61,146,99.368,-186,-17.682,-4.824,32.872,-19
1.114,-36.217,-414,259,-4,403,-67.712,54.13,240,88.595,-241,54.031,62.126,320,35.991,-91.163,0,-60.551,199,-353,-499,-48.787,-77.997,312,161,86.041,-446,-94.952,213,-191,-90.414,71.902,19.226,3,-8.396,-48.498,458,-15.223,44,148
-38.322,91.359,-42.047,85.971,-4.127,-440,413,61.806,-14.747,-54.649,468,-347,19.239,102,-214,-42,-56.245,-221,188,481,172,-354,19.172,-8.021,195,61,-339,413,-124,1.774,-370,40,-319,4.6,391,9.15,-34.738,391,295,308
-6.893,27.635,-84,-462,-137,-231,148,-8.622,95.471,65.503,-96,-129,51.257,212,35,80.624,36.335,-331,-442,-351,66.692,-470,422,94.643,485,13,-69.114,149,19.489,-1,-492,-60,-98,-21.832,89.416,-54.106,-22.057,193,-386,75.585
17.618,-128,-384,-144,44.281,-99.863,-40.112,151,57.837,-71.908,-428,83.266,5.34,59.262,163,-213,-62,77.668,-20.785,122,-67.288,-17.842,-7.839,-95.538,78.084,-467,47.297,49.526,73.488,-75.179,-191,82.361,-309,-150,12,-294,-59.27,-62.536,75.757,73
2.988,-125,100,67.019,-76.68,44.869,84.071,-23.724,-37.454,-10.896,-255,-315,8.234,-180,-255,48.392,316,27.754,72.146,89.254,-29,17.154,70.692,457,65.317,264,-74.432,40.39,-11.7,169,158,86,-5.83,324,-14,36.02,-37.961,-267,58,95.869
15.589,7.294,-57,-9.973,-11.322,95.606,91.07,-116,273,388,-98.673,-20.073,25.076,-451,301,20.638,65,56,-43.794,336,51,0.587,-170,-30.501,214,-28,-85.034,-16.421,-86.347,-127,211,-72.322,-4.869,-129,-422,24.792,-62.054,66,-33.061,-20.676
409,-52,-32.474,46.995,-56.285,432,135,19.519,94.55,232,-370,72.437,91.11,-28.079,-438,-51.836,6.207,-132,-390,-136,374,-229,98.359,-491,-50,143,63,-86,-356,-259,-400,-289,-167,-42.89,13.036,-306,475,-457,-46.545,51.169
81.344,46.62,-274,13.098,79,-91,32.524,66.17,46.249,-395,84.821,-33,-51,-15.804,-16.485,-7.958,-323,-462,-378,90,86.804,48.203,490,27.039,93.431,383,210,-58.12,-53,75,397,21,-288,162,28,-12.486,-234,306,-52.741,93.685
70.134,78.128,64.271,-383,290,-194,-148,-94.816,-467,-443,-381,470,4.225,162,71.603,13,17.155,-189,31.984,-398,136,30.758,40.179,-269,93.433,78.864,69,-276,89.144,-21,-412,-62.452,-390,-411,-2.278,-75.033,0.301,-77.142,13,-85
4.801,-56.669,-347,-92.394,-9.897,-65.43,49.71,21.352,29,6.916,-312,-64.439,-5.577,69.803,474,86.806,-499,-59.966,66.018,-8.239,-123,265,26,-433,59.154,-32.954,109,-433,-261,66.208,7.586,-403,-66.634,72.661,-21.468,163,-96.577,-148,-38.912,27.154
-45,-73.791,309,-315,-372,32.972,-60.238,-14.439,-50.158,-92.538,57.176,-224,-277,-78.4,420,345,-102,-21,-376,5,-18.013,338,85.669,-38.176,-45.669,-129,281,54.049,51.016,54.255,-274,300,-13,90.786,-38.752,-88.875,17.054,-7,-394,43.414
-86.269,324,-87.239,-212,-72.513,-284,-56.403,-51.39,328,272,-43,-42.21,498,75.806,-410,-344,-35,-96.522,65.754,-282,-89.429,-12,-497,-22.844,89.445,-185,-164,499,245,-77.813,-161,-75.698,42.915,-287,283,151,85,-88.173,48.798,19.035
-30.365,215,-398,-197,-87,-26.313,-46.888,250,462,-74.345,256,-269,-59.842,-34.107,38,60.736,-463,9.971,33.796,17.729,-94.201,-16.936,-18.845,39.193,42.812,-14.217,55.093,-257,52.77,36.015,32.333,-253,-105,422,-31.589,-5.112,-250,418,322,-293
-462,80.517,134,66,34,177,-379,-16.809,-157,16.939,-391,-86.563,53.393,-85.081,63.191,-45.033,437,-85,-65.445,-346,-91.19,49,-462,15.428,84,-25.914,-49.97,-94.159,-11.326,84.542,83,42.586,88,-475,233,95.757,30.611,362,251,34.361
262,65,316,89.856,-19.768,-31.876,-272,413,459,-77.639,-57.766,-3.629,-205,-337,-7.784,-5,-12.604,-89,214,-25.119,28.45,-38.243,384,3.29,-21,-418,139,-87.691,-0.574,-7.304,29.933,236,68.487,-117,-255,38.582,258,-331,0.559,168
13.831,382,76.809,-80.86,379,-427,29.66,-172,-390,130,69.056,163,-50.539,91.765,-168,-288,-256,-55.147,-239,-209,18.419,99.507,181,68.907,97.463,63,26,156,35.878,-145,365,54.406,-373,-30.877,-74,397,51,-72.872,-447,-19
36.19,-277,-24.077,-7,-30.068,34.667,-303,-100,290,-31.116,-155,-9,46,45.409,66.58,411,-179,69.836,366,-469,-72.58,-5.551,30.434,465,489,243,41,-316,58,-18.399,33,-11.42,253,-50.24,-23.074,85.49,33.461,-453,-445,4.827
-7.107,-64.979,21.44,-97.613,357,26,27.847,-48,29.49,53.263,-217,-33.664,190,-227,373,69.62,106,-481,3.4,81.852,297,-6.654,-53.439,138,-30,-58,96.603,-58.337,300,106,488,-442,-188,96.871,169,-53,-42.455,-98.798,-409,-59
91.183,-88,-343,-227,474,69,-115,35.384,92.288,-92.28,217,163,-41.377,269,9.263,77.074,29.706,236,-0.954,75.887,-316,19,72.167,-224,-32.036,44.932,-84.633,-62.011,51.716,356,-96.224,-465,-191,336,-32.329,-79,-51.935,42,97.338,-60.018
-41.397,77.015,-489,67.497,-55.98,-81,75.977,53,-31.061,8.7,37,11.084,-236,65,19.515,-417,63.76,-83.842,-90.18,178,114,-8.067,78.798,-76.581,-72.642,23.91,74.614,-434,319,-46.611,39.561,-63.347,233,36.052,-17,-72.137,-90.007,126,86.897,20.998
-452,-269,25.467,-454,-13,21.603,149,171,67.405,-305,-19.531,120,-80,169,95.819,6,68,70.297,482,211,-22.146,456,91.286,430,31,498,-387,-80.446,-115,164,-83.196,15.214,393,386,416,-482,-93,329,73.827,411
-60.219,293,193,302,478,16.206,307,-298,237,-47,-18.096,41.279,239,-341,6.468,375,12.018,-276,7.913,-381,-316,-339,128,63.989,-44.915,53.827,-494,-34.727,-14.367,-21.895,-77.518,-463,157,71.739,172,0.442,63.425,11.989,-172,-41
-87.051,77.208,-366,-43.371,-26.514,53.465,-297,268,381,-17.105,-482,23,-415,-354,212,-437,-298,-244,66.344,193,-306,-86,3,-78,356,2.925,230,328,-208,-204,62.065,-61.687,-251,23.279,93.225,5.839,225,431,-454,23.688
-302,432,-84.971,-303,-362,-85.781,-369,-27.777,-1.864,270,309,14.554,-78.661,363,364,-4.939,86.67,71.231,367,-77,-180,310,84.671,78.369,-74.302,-15.218,-30.202,17.777,338,-14.335,50.636,381,318,-102,-253,187,487,478,-239,23.831
-42.445,81.264,-164,-224,-147,-309,-43.802,-98.402,176,118,62.423,259,289,55.298,-8.107,-263,-107,335,17.731,10,54,80,32.932,-57.734,45,45.389,-59.104,-397,-203,239,402,-96,50.7,-67.58,-211,-454,-74.057,-141,-284,-499
